type	id	monsters	exp	produce	gold	tired	nightmare	consume	power	help_hero
1	1	[{24,5}]	10	[{2,1,1}]	180	4			173
1	2	[{24,1},{24,9}]	15	[{2,1,2}]	230	4			232
1	3	[{24,1},{24,9},{28,5}]	25	[{2,1,3}]	250	6	20001		392
1	4	[{224,1},{27,7}]	40	[{2,1,4}]	295	4			592
1	5	[{27,3},{27,5},{27,7}]	65	[{2,1,5}]	300	4			753
1	6	[{27,1},{104,5},{27,3}]	88	[{2,1,6}]	305	6	20002		1253
1	7	[{25,3},{25,7}]	84	[{2,1,7}]	310	4			1899
1	8	[{25,1},{25,7},{25,9}]	97	[{2,1,8}]	315	4			1965
1	9	[{25,1},{25,9},{26,5}]	104	[{2,1,9}]	320	6	20003		2030
1	10	[{30,1},{30,9},{30,5}]	208	[{2,1,10}]	325	4			2096
1	11	[{30,1},{30,3},{30,8}]	230	[{2,1,11}]	330	4			2161
1	12	[{30,4},{30,6},{60,8}]	252	[{2,1,12}]	335	6	20004		2227
1	13	[{94,1},{94,3},{94,7},{94,9}]	273	[{2,1,13}]	340	4			2292
1	14	[{94,1},{94,3},{94,7},{94,9}]	296	[{2,1,14}]	345	4			2358
1	15	[{94,4},{94,6},{110,2}]	318	[{2,1,15}]	350	6	20005		2423
1	16	[{63,1},{63,3},{63,7},{63,9}]	340	[{2,1,16}]	355	4			2489
1	17	[{63,1},{63,3},{63,7},{63,9}]	363	[{2,1,17}]	360	4			2554
1	18	[{63,1},{223,5},{65,9}]	386	[{2,1,18}]	365	6	20006		2620
1	19	[{22,1},{22,3},{22,7},{22,9}]	409	[{2,1,19}]	370	4			2685
1	20	[{22,1},{22,3},{22,5},{22,7}]	432	[{2,1,20}]	375	4			2839
1	21	[{22,1},{22,3},{6,8},{22,5}]	456	[{2,1,21}]	380	6	20007		4147
1	22	[{16,1},{16,3},{16,7},{16,8},{16,9}]	479	[{2,1,22}]	385	4			4301
1	23	[{16,1},{16,3},{16,7},{16,8},{16,9}]	502	[{2,1,23}]	390	4			4416
1	24	[{212,1},{212,3},{58,8},{212,4},{212,6}]	526	[{2,3,24}]	395	6	20008		4532
1	25	[{112,9},{112,3},{112,1},{112,8},{112,7}]	550	[{2,1,25}]	400	4			4647
1	26	[{112,9},{112,3},{112,1},{112,8},{112,7}]	574	[{2,1,26}]	405	4			4763
1	27	[{112,1},{112,4},{29,5},{112,3},{112,6}]	598	[{2,3,27}]	410	6	20009		4878
1	28	[{64,1},{64,3},{64,7},{64,8},{64,9}]	623	[{2,1,28}]	415	4			4994
1	29	[{64,1},{64,3},{64,7},{64,8},{64,9}]	648	[{2,1,29}]	420	4			5109
1	30	[{64,1},{64,3},{113,8},{64,4},{64,6}]	756	[{2,3,30}]	425	6	20010		5225
1	31	[{114,1},{114,3},{114,7},{114,8},{114,9}]	784	[{2,1,31}]	430	4			5340
1	32	[{114,1},{114,3},{114,7},{114,8},{114,9}]	812	[{2,1,32}]	435	4			5456
1	33	[{114,1},{114,3},{115,5},{114,7},{114,9}]	840	[{2,3,33}]	440	6	20011		5571
1	34	[{96,1},{96,3},{96,7},{96,8},{96,9}]	869	[{2,1,34}]	445	4			5687
1	35	[{96,1},{96,3},{96,7},{96,8},{96,9}]	898	[{2,1,35}]	650	4			5802
1	36	[{96,4},{96,6},{108,2},{96,7},{96,9}]	927	[{2,3,36}]	655	6	20012		5918
1	37	[{97,1},{97,3},{97,7},{97,8},{97,9}]	955	[{2,1,37}]	660	4			6033
1	38	[{97,1},{97,3},{97,7},{97,8},{97,9}]	985	[{2,1,38}]	665	4			6149
1	39	[{97,1},{97,3},{98,8},{97,4},{97,6}]	1015	[{2,3,39}]	670	6	20013		6264
1	40	[{116,1},{116,3},{116,7},{116,8},{116,9}]	1044	[{2,1,40}]	675	4			6341
1	41	[{116,1},{116,3},{116,7},{116,8},{116,9}]	1074	[{2,1,41}]	680	4			6418
1	42	[{116,1},{116,3},{117,8},{116,4},{116,6}]	1104	[{2,3,42}]	685	6	20014		6495
1	43	[{69,1},{69,3},{69,7},{69,8},{69,9}]	1134	[{2,1,43}]	690	4			6572
1	44	[{69,1},{69,3},{69,7},{69,8},{69,9}]	1164	[{2,1,44}]	695	4			6649
1	45	[{69,7},{69,9},{72,5}]	1195	[{2,3,45}]	700	6	20015		6765
1	46	[{214,1},{214,3},{214,7},{214,8},{214,9}]	1225	[{2,1,46}]	705	4			6880
1	47	[{214,1},{214,3},{214,7},{214,8},{214,9}]	1256	[{2,1,47}]	710	4			6996
1	48	[{215,1},{215,3},{61,8},{214,6},{214,4}]	1287	[{2,3,48}]	715	6	20016		7111
1	49	[{17,1},{17,3},{17,7},{17,8},{17,9}]	1319	[{2,1,49}]	720	4			7227
1	50	[{17,1},{17,3},{17,7},{17,8},{17,9}]	1350	[{2,1,50}]	725	4			7342
1	51	[{17,4},{17,6},{15,2},{17,7},{17,9}]	1535	[{2,3,51}]	730	6	20017		7458
1	52	[{81,1},{81,3},{81,7},{81,8},{81,9}]	1570	[{2,1,52}]	735	4			7573
1	53	[{81,1},{81,3},{81,7},{81,8},{81,9}]	1605	[{2,1,53}]	740	4			7689
1	54	[{96,1},{96,3},{93,8},{96,4},{96,6}]	1641	[{2,3,54}]	745	6	20018		7804
1	55	[{13,1},{13,3},{13,7},{13,8},{13,9}]	1677	[{2,1,55}]	750	4			7920
1	56	[{13,1},{13,3},{13,7},{13,8},{13,9}]	1713	[{2,1,56}]	755	4			8035
1	57	[{13,1},{13,3},{20,2},{13,5},{13,8}]	1749	[{2,3,57}]	760	6	20019		8151
1	58	[{35,1},{35,3},{35,7},{35,8},{35,9}]	1786	[{2,1,58}]	765	4			8266
1	59	[{35,1},{35,3},{35,7},{35,8},{35,9}]	1823	[{2,1,59}]	770	4			8382
1	60	[{35,1},{35,3},{40,5},{35,7},{35,9}]	1860	[{2,3,60}]	775	6	20020		8497
1	61	[{36,1},{36,3},{36,7},{36,8},{36,9}]	1897	[{2,1,61}]	780	4			8613
1	62	[{36,1},{36,3},{36,7},{36,8},{36,9}]	1934	[{2,1,62}]	785	4			8728
1	63	[{36,4},{36,6},{120,2},{36,7},{36,9}]	1971	[{2,3,63}]	790	6	20021		8844
1	64	[{36,1},{36,3},{36,7},{36,8},{36,9}]	2009	[{2,1,64}]	795	4			8959
1	65	[{36,1},{36,3},{36,7},{36,8},{36,9}]	2047	[{2,1,65}]	800	4			9075
1	66	[{36,1},{36,3},{222,8},{36,4},{36,6}]	2085	[{2,3,66}]	905	6	20022		9190
1	67	[{121,1},{121,3},{121,7},{121,8},{121,9}]	2123	[{2,1,67}]	910	4			9306
1	68	[{121,1},{121,3},{121,7},{121,8},{121,9}]	2162	[{2,1,68}]	915	4			9421
1	69	[{121,4},{121,6},{20,2},{121,7},{121,9}]	2201	[{2,3,69}]	920	6	20023		9537
1	70	[{33,1},{33,3},{33,7},{33,8},{33,9}]	2240	[{2,1,70}]	925	5			9652
1	71	[{33,1},{33,3},{33,7},{33,8},{33,9}]	2279	[{2,1,71}]	930	5			9768
1	72	[{33,1},{33,2},{23,5},{33,3},{33,8}]	2318	[{2,3,72}]	935	7	20024		9883
1	73	[{21,1},{21,3},{21,5},{21,7},{21,9}]	2357	[{2,1,73}]	940	5			9999
1	74	[{21,1},{21,3},{21,5},{21,7},{21,9}]	2397	[{2,1,74}]	945	5			10099
1	75	[{21,1},{21,3},{19,8},{21,4},{21,6}]	2437	[{2,3,75}]	950	7	20025		10199
1	76	[{216,1},{216,3},{216,7},{216,8},{216,9}]	2477	[{2,1,76}]	955	5			10299
1	77	[{216,1},{216,3},{216,7},{216,8},{216,9}]	2517	[{2,1,77}]	960	5			10399
1	78	[{216,1},{216,3},{46,8},{216,4},{216,6}]	2558	[{2,3,78}]	965	7	20026		10499
1	79	[{14,1},{14,3},{14,7},{14,8},{14,9}]	2599	[{2,1,79}]	970	5			10599
1	80	[{14,1},{14,3},{14,7},{14,8},{14,9}]	2640	[{2,1,80}]	975	5			10699
1	81	[{14,4},{14,6},{123,2},{14,7},{14,9}]	2681	[{2,3,81}]	980	7	20027		10799
1	82	[{124,1},{124,3},{124,7},{124,8},{124,9}]	2722	[{2,1,82}]	985	5			10899
1	83	[{124,1},{124,3},{124,7},{124,8},{124,9}]	2763	[{2,1,83}]	990	5			10999
1	84	[{124,1},{124,2},{125,8},{124,3},{124,5}]	2805	[{2,3,84}]	995	7	20028		11099
1	85	[{126,1},{126,3},{126,7},{126,8},{126,9}]	2847	[{2,1,85}]	1000	5			11199
1	86	[{126,1},{126,3},{126,7},{126,8},{126,9}]	2889	[{2,1,86}]	1005	5			11299
1	87	[{126,1},{211,7},{5,9},{126,3}]	2931	[{2,3,87}]	1010	7	20029		11399
1	88	[{95,1},{95,3},{95,7},{95,8},{95,9}]	2974	[{2,1,88}]	1015	5			11499
1	89	[{95,1},{95,3},{95,7},{95,8},{95,9}]	3017	[{2,1,89}]	1020	5			11599
1	90	[{95,1},{95,3},{127,8},{95,4},{95,6}]	3060	[{2,3,90}]	1025	7	20030		11699
1	91	[{128,1},{128,3},{128,7},{128,8},{128,9}]	3103	[{2,1,91}]	1030	5			11799
1	92	[{128,1},{128,3},{128,7},{128,8},{128,9}]	3146	[{2,1,92}]	1035	5			11899
1	93	[{128,4},{128,6},{129,2},{128,7},{128,9}]	3189	[{2,3,93}]	1040	7	20031		11999
1	94	[{130,1},{130,3},{130,7},{130,8},{130,9}]	3233	[{2,1,94}]	1045	5			12099
1	95	[{130,1},{130,3},{130,7},{130,8},{130,9}]	3277	[{2,1,95}]	1050	5			12199
1	96	[{130,1},{130,3},{131,8},{130,4},{130,6}]	3321	[{2,3,96}]	1055	7	20032		12299
1	97	[{132,1},{132,3},{132,7},{132,8},{132,9}]	3365	[{2,1,97}]	1060	5			12399
1	98	[{132,1},{132,3},{132,7},{132,8},{132,9}]	3410	[{2,1,98}]	1065	5			12499
1	99	[{132,1},{132,3},{133,5},{132,7},{132,9}]	3455	[{2,3,99}]	1070	7	20033		12599
1	100	[{134,1},{134,3},{134,7},{134,8},{134,9}]	3500	[{2,1,100}]	1075	5			13969
1	101	[{134,1},{134,3},{134,7},{134,8},{134,9}]	3545	[{2,1,101}]	1080	5			13969
1	102	[{134,1},{134,2},{107,8},{134,3},{134,5}]	3590	[{2,3,102}]	1085	7	20034		14169
1	103	[{217,1},{217,3},{217,7},{217,8},{217,9}]	3635	[{2,1,103}]	1090	5			14369
1	104	[{217,1},{217,3},{217,7},{217,8},{217,9}]	3681	[{2,1,104}]	1095	5			14569
1	105	[{217,2},{217,4},{218,5},{217,6},{217,8}]	3727	[{2,3,105}]	1100	7	20035		14769
1	106	[{106,1},{106,3},{106,7},{106,8},{106,9}]	3773	[{2,1,106}]	1205	5			14969
1	107	[{106,1},{106,3},{106,7},{106,8},{106,9}]	3819	[{2,1,107}]	1210	5			15169
1	108	[{106,1},{106,3},{71,5}]	3866	[{2,3,108}]	1215	7	20036		15729
1	109	[{136,1},{136,3},{136,7},{136,8},{136,9}]	3913	[{2,1,109}]	1220	5			15949
1	110	[{136,1},{136,3},{136,7},{136,8},{136,9}]	3960	[{2,1,110}]	1225	5			16169
1	111	[{136,1},{136,3},{37,8},{136,4},{136,6}]	4007	[{2,3,111}]	1230	7	20037		16389
1	112	[{138,1},{138,3},{138,7},{138,8},{138,9}]	4054	[{2,1,112}]	1235	5			16609
1	113	[{138,1},{138,3},{138,7},{138,8},{138,9}]	4101	[{2,1,113}]	1240	5			16829
1	114	[{138,1},{138,3},{139,8},{138,4},{138,6}]	4149	[{2,3,114}]	1245	7	20038		17049
1	115	[{38,1},{38,3},{38,7},{38,8},{38,9}]	4197	[{2,1,115}]	1250	5			17269
1	116	[{38,1},{38,3},{38,7},{38,8},{38,9}]	4245	[{2,1,116}]	1255	5			17489
1	117	[{38,2},{38,4},{140,5},{38,6},{38,8}]	4293	[{2,3,117}]	1260	7	20039		17709
1	118	[{99,1},{99,3},{99,7},{99,8},{99,9}]	4342	[{2,1,118}]	1265	5			17929
1	119	[{99,1},{99,3},{99,7},{99,8},{99,9}]	4391	[{2,1,119}]	1270	5			18149
1	120	[{99,1},{99,3},{100,8},{99,4},{99,6}]	4440	[{2,3,120}]	1275	7	20040		18369
1	121	[{142,1},{142,3},{142,7},{142,8},{142,9}]	4489	[{2,1,121}]	1280	5			18699
1	122	[{142,1},{142,3},{142,7},{142,8},{142,9}]	4538	[{2,1,122}]	1285	5			19029
1	123	[{142,2},{142,5},{141,8},{142,7},{142,9}]	4587	[{2,3,123}]	1290	7	20041		19359
1	124	[{219,1},{219,3},{219,5},{219,7},{219,9}]	4637	[{2,1,124}]	1295	5			19689
1	125	[{219,1},{219,3},{219,5},{219,7},{219,9}]	4687	[{2,1,125}]	1300	5			20019
1	126	[{219,1},{219,2},{220,5},{219,3},{219,8}]	4737	[{2,3,126}]	1305	7	20042		20349
1	127	[{32,1},{32,3},{32,7},{32,8},{32,9}]	4787	[{2,1,127}]	1310	5			20679
1	128	[{32,1},{32,3},{32,7},{32,8},{32,9}]	4838	[{2,1,128}]	1315	5			21009
1	129	[{32,7},{32,8},{221,2},{32,9},{32,5}]	4889	[{2,3,129}]	1320	7	20043		21339
1	130	[{82,1},{82,3},{82,7},{82,8},{82,9}]	4940	[{2,1,130}]	1325	6			21669
1	131	[{82,1},{82,3},{82,7},{82,8},{82,9}]	4991	[{2,1,131}]	1330	6			21999
1	132	[{82,1},{82,3},{86,8},{82,4},{82,6}]	5042	[{2,3,132}]	1335	8	20044		22329
1	133	[{92,1},{92,3},{92,7},{92,8},{92,9}]	5093	[{2,1,133}]	1340	6			22659
1	134	[{92,1},{92,3},{92,7},{92,8},{92,9}]	5145	[{2,1,134}]	1345	6			22989
1	135	[{92,1},{92,3},{146,8},{92,4},{92,6}]	5197	[{2,3,135}]	1350	8	20045		23319
1	136	[{83,1},{83,3},{83,7},{83,8},{83,9}]	5249	[{2,1,136}]	1355	6			23649
1	137	[{83,1},{83,3},{83,7},{83,8},{83,9}]	5301	[{2,1,137}]	1360	6			23979
1	138	[{83,2},{83,5},{87,8},{83,7},{83,9}]	5354	[{2,3,138}]	1365	8	20046		24309
1	139	[{85,1},{85,3},{85,7},{85,8},{85,9}]	5407	[{2,1,139}]	1370	6			24639
1	140	[{85,1},{85,3},{85,7},{85,8},{85,9}]	5460	[{2,1,140}]	1375	6			26218
1	141	[{85,1},{85,3},{85,2},{84,7},{87,9}]	5513	[{2,3,141}]	1380	8	20047		26680
1	142	[{68,1},{68,3},{68,7},{68,8},{68,9}]	5566	[{2,1,142}]	1385	6			27142
1	143	[{68,1},{68,3},{68,7},{68,8},{68,9}]	5619	[{2,1,143}]	1390	6			27604
1	144	[{68,1},{68,3},{67,5},{68,7},{68,9}]	5673	[{2,3,144}]	1395	8	20048		28066
1	145	[{147,1},{147,3},{147,7},{147,8},{147,9}]	5727	[{2,1,145}]	1400	6			28528
1	146	[{147,1},{147,3},{147,7},{147,8},{147,9}]	5781	[{2,1,146}]	1505	6			28990
1	147	[{147,1},{147,2},{148,5},{147,3},{147,8}]	5835	[{2,3,147}]	1510	8	20049		29452
1	148	[{11,1},{11,3},{11,7},{11,8},{11,9}]	5890	[{2,1,148}]	1515	6			29914
1	149	[{11,1},{11,3},{11,7},{11,8},{11,9}]	5945	[{2,1,149}]	1520	6			30376
1	150	[{11,4},{11,6},{150,2},{11,7},{11,9}]	6000	[{2,3,150}]	1525	8	20050		30838
1	151	[{151,1},{151,3},{151,7},{151,8},{151,9}]	6055	[{2,1,151}]	1530	6			32194
1	152	[{151,1},{151,3},{151,7},{151,8},{151,9}]	6110	[{2,1,152}]	1535	6			32669
1	153	[{151,1},{151,3},{72,4},{72,6},{73,8}]	6165	[{2,3,153}]	1540	8	20051		33145
1	154	[{152,1},{152,3},{152,7},{152,8},{152,9}]	6221	[{2,1,154}]	1545	6			33620
1	155	[{152,1},{152,3},{152,7},{152,8},{152,9}]	6277	[{2,1,155}]	1550	6			34095
1	156	[{152,1},{152,2},{41,8},{152,3},{152,5}]	6333	[{2,3,156}]	1555	8	20052		34570
1	157	[{153,1},{153,3},{153,7},{153,8},{153,9}]	6389	[{2,1,157}]	1560	6			35045
1	158	[{153,1},{153,3},{153,7},{153,8},{153,9}]	6446	[{2,1,158}]	1565	6			35521
1	159	[{83,2},{83,8},{51,5},{153,7},{153,9}]	6503	[{2,3,159}]	1570	8	20053		35996
1	160	[{154,1},{154,3},{154,7},{154,8},{154,9}]	6560	[{2,1,160}]	1575	6			36471
1	161	[{154,1},{154,3},{154,7},{154,8},{154,9}]	6617	[{2,1,161}]	1580	6			36946
1	162	[{154,4},{154,6},{44,2},{154,7},{154,9}]	6674	[{2,3,162}]	1585	8	20054		40886
1	163	[{155,1},{155,3},{155,7},{155,8},{155,9}]	6731	[{2,1,163}]	1590	6			41406
