id	tollgateId	pos	taskId
1	3	1
2	6	1
3	9	1
4	12	1
5	15	1
6	18	1
7	21	1
8	24	1
9	27	1
10	30	1
11	33	1
12	36	1
13	39	1
14	42	1
15	45	1
16	48	1
17	51	1
18	54	1
19	57	1
20	60	1
21	63	1
22	66	1
23	69	1
24	72	1
25	75	1
26	78	1
27	81	1
28	84	1
29	87	1
30	90	1
31	93	1
32	96	1
33	99	1
34	102	1
35	105	1
36	108	1
37	111	1
38	114	1
39	117	1
40	120	1
41	123	1
42	126	1
43	129	1
44	132	1
45	135	1
46	138	1
47	141	1
48	144	1
49	147	1
50	150	1
51	153	1
52	156	1
53	159	1
54	162	1
55	165	1
56	168	1
57	171	1
58	174	1
59	177	1
60	180	1
61	183	1
62	186	1
63	189	1
64	192	1
65	195	1
66	198	1
67	201	1
68	204	1
69	207	1
70	210	1
71	213	1
72	216	1
73	219	1
74	222	1
75	225	1
76	228	1
77	231	1
78	234	1
79	237	1
80	240	1
81	243	1
82	246	1
83	249	1
84	252	1
85	255	1
86	258	1
87	261	1
88	264	1
89	1001	1
90	1002	1
91	1003	1
92	1004	1
93	1005	1
94	1006	1
95	1007	1
96	1008	1
97	1009	1
98	1010	1
99	1011	1
100	1012	1
101	1013	1
102	1014	1
103	1015	1
104	1016	1
105	1017	1
106	1018	1
107	1019	1
108	1020	1
109	1021	1
110	1022	1
111	1023	1
112	1024	1
113	1025	1
114	1026	1
115	20001	1
116	20002	1
117	20003	1
118	20004	1
119	20005	1
120	20006	1
121	20007	1
122	20008	1
123	20009	1
124	20010	1
125	20011	1
126	20012	1
127	20013	1
128	20014	1
129	20015	1
130	20016	1
131	20017	1
132	20018	1
133	20019	1
134	20020	1
135	20021	1
136	20022	1
137	20023	1
138	20024	1
139	20025	1
140	20026	1
141	20027	1
142	20028	1
143	20029	1
144	20030	1
145	20031	1
146	20032	1
147	20033	1
148	20034	1
149	20035	1
150	20036	1
151	20037	1
152	20038	1
153	20039	1
154	20040	1
155	20041	1
156	20042	1
157	20043	1
158	20044	1
159	20045	1
160	20046	1
161	20047	1
162	20048	1
163	20049	1
164	20050	1
165	20051	1
166	20052	1
167	20053	1
168	20054	1
169	20055	1
170	20056	1
171	20057	1
172	20058	1
173	20059	1
174	20060	1
175	20061	1
176	20062	1
177	20063	1
178	20064	1
179	20065	1
180	20066	1
181	20067	1
182	20068	1
183	20069	1
184	20070	1
185	20071	1
186	20072	1
187	20073	1
188	20074	1
189	20075	1
190	20076	1
191	20077	1
192	20078	1
193	20079	1
194	20080	1
195	20081	1
196	20082	1
197	20083	1
198	20084	1
199	20085	1
200	20086	1
201	20087	1
202	20088	1
203	30001	1
204	30001	2
205	30001	3
206	30002	1
207	30002	2
208	30002	3
209	30003	1
210	30003	2
211	30003	3
212	30004	1
213	30004	2
214	30004	3
215	30005	1
216	30005	2
217	30005	3
218	30006	1
219	30006	2
220	30006	3
221	30007	1
222	30007	2
223	30007	3
224	30008	1
225	30008	2
226	30008	3
227	30009	1
228	30009	2
229	30009	3
230	30010	1
231	30010	2
232	30010	3
233	30011	1
234	30011	2
235	30011	3
236	30012	1
237	30012	2
238	30012	3
239	30013	1
240	30013	2
241	30013	3
242		1	101
243		2	101
244		3	101
245		1	102
246		2	102
247		3	102
248		1	103
249		2	103
250		3	103
251		1	104
252		2	104
253		3	104
254		1	105
255		2	105
256		3	105
257		1	106
258		2	106
259		3	106
260		1	107
261		2	107
262		3	107
263		1	108
264		2	108
265		3	108
266		1	109
267		2	109
268		3	109
269		1	110
270		2	110
271		3	110
272		1	111
273		2	111
274		3	111
275		1	112
276		2	112
277		3	112
278		1	113
279		2	113
280		3	113
281		1	114
282		2	114
283		3	114
284		1	115
285		2	115
286		3	115
287		1	116
288		2	116
289		3	116
290		1	117
291		2	117
292		3	117
293		1	118
294		2	118
295		3	118
296		1	119
297		2	119
298		3	119
299		1	120
300		2	120
301		3	120
302		1	121
303		2	121
304		3	121
305		1	122
306		2	122
307		3	122
308		1	123
309		2	123
310		3	123
